p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 127.163463, 214, 18957, 133, 714.285714286, 1437, 0.2874, 3866, 1127, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 127.671582, 141, 18949, 126, 625.0, 1369, 0.2738, 3967, 1025, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 126.462213, 133, 18945, 125, 454.545454545, 1150, 0.23, 3804, 1185, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 127.811299, 144, 18974, 127, 625.0, 1197, 0.2394, 3921, 1071, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 129.284528, 162, 18982, 135, 555.555555556, 1058, 0.2116, 3940, 1051, 0.25
