p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.890163, 292, 18967, 213, 417.5, 1176, 0.234730538922, 4632, 366, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.976676, 279, 19008, 264, 501.0, 1504, 0.300199600798, 4661, 339, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.813615, 271, 19015, 209, 417.5, 845, 0.168662674651, 4676, 322, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.354379, 388, 19017, 377, 2505.0, 2787, 0.55628742515, 4698, 310, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.718973, 218, 19026, 198, 715.714285714, 1099, 0.219361277445, 4659, 344, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.938617, 288, 19019, 245, 835.0, 1805, 0.360279441118, 4636, 368, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.07606, 298, 19027, 284, 1002.0, 2001, 0.399401197605, 4700, 305, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.107359, 330, 19002, 291, 1002.0, 2111, 0.421357285429, 4695, 310, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.860227, 248, 18983, 228, 626.25, 1147, 0.228942115768, 4613, 389, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.688587, 234, 19033, 179, 501.0, 1129, 0.225349301397, 4663, 337, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.073744, 301, 18955, 287, 1670.0, 2433, 0.485628742515, 4667, 340, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.749774, 249, 19010, 200, 556.666666667, 1331, 0.265668662675, 4698, 303, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.362641, 413, 19035, 379, 1252.5, 2492, 0.497405189621, 4679, 327, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.694257, 212, 19057, 190, 556.666666667, 1186, 0.236726546906, 4646, 355, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.868191, 259, 18958, 228, 626.25, 1270, 0.253493013972, 4629, 373, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.117479, 352, 18999, 298, 1252.5, 1753, 0.349900199601, 4675, 331, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.980281, 293, 19017, 249, 715.714285714, 1486, 0.296606786427, 4688, 315, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.982515, 285, 19036, 257, 626.25, 1620, 0.323353293413, 4627, 375, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.176029, 352, 19032, 321, 1252.5, 1950, 0.389221556886, 4662, 344, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.874385, 245, 18999, 221, 556.666666667, 1378, 0.2750499002, 4710, 291, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.868245, 255, 19047, 222, 715.714285714, 1214, 0.242315369261, 4599, 404, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.74099, 250, 19038, 201, 715.714285714, 1546, 0.308582834331, 4653, 350, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.975084, 263, 18998, 256, 626.25, 1757, 0.350698602794, 4655, 347, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.783528, 246, 19010, 205, 556.666666667, 835, 0.166666666667, 4674, 327, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.78085, 236, 19023, 217, 835.0, 1413, 0.282035928144, 4637, 367, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.696566, 206, 18979, 183, 626.25, 1246, 0.24870259481, 4698, 304, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 2.006996, 301, 19056, 259, 1670.0, 1778, 0.354890219561, 4725, 282, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.775422, 233, 18977, 208, 835.0, 1406, 0.280638722555, 4698, 306, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.730192, 216, 19022, 204, 835.0, 1675, 0.334331337325, 4662, 342, 0.0
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.976857, 273, 19022, 260, 715.714285714, 1624, 0.324151696607, 4689, 314, 0.0
