p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.645891, 153, 19029, 129, 1250.0, 2293, 0.4586, 4322, 674, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.100183, 170, 18971, 128, 1250.0, 2576, 0.5152, 4292, 704, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.396314, 150, 19015, 131, 833.333333333, 2134, 0.4268, 4222, 772, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.775896, 157, 18983, 133, 384.615384615, 1713, 0.3426, 4269, 718, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.023927, 167, 18973, 135, 833.333333333, 1250, 0.25, 4299, 695, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.251293, 195, 18983, 133, 714.285714286, 1325, 0.265, 4288, 705, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 124.872564, 148, 18953, 126, 833.333333333, 1342, 0.2684, 4345, 649, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 129.346439, 154, 18991, 131, 555.555555556, 1271, 0.2542, 4298, 693, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 132.74398, 156, 18999, 129, 1000.0, 3271, 0.6542, 4253, 742, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 127.44629, 171, 19005, 126, 714.285714286, 1238, 0.2476, 4275, 718, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 128.479978, 171, 19021, 132, 555.555555556, 1536, 0.3072, 4200, 791, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 126.858293, 162, 18962, 130, 625.0, 1294, 0.2588, 4264, 728, 0.25
