p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.058924, 144, 19000, 121, 714.285714286, 2051, 0.4102, 4070, 923, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.066637, 147, 18962, 128, 555.555555556, 1222, 0.2444, 4127, 864, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.366825, 145, 18972, 129, 714.285714286, 1894, 0.3788, 4233, 760, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.797974, 182, 19017, 128, 714.285714286, 1213, 0.2426, 4171, 822, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 72.682925, 224, 18970, 140, 833.333333333, 1457, 0.2914, 4169, 825, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.028745, 139, 18977, 125, 555.555555556, 995, 0.199, 4156, 835, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.177126, 175, 18980, 131, 416.666666667, 941, 0.1882, 4122, 866, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.882004, 162, 18992, 136, 714.285714286, 1319, 0.2638, 4242, 751, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 72.836012, 149, 18956, 125, 833.333333333, 3025, 0.605, 4225, 769, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 76.443893, 151, 19011, 128, 555.555555556, 1311, 0.2622, 4148, 843, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 74.53435, 141, 19007, 123, 714.285714286, 1690, 0.338, 4139, 854, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 76.760389, 182, 19017, 133, 833.333333333, 1839, 0.3678, 4141, 853, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.327013, 223, 18988, 133, 714.285714286, 1153, 0.2306, 4119, 874, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 74.337975, 171, 18967, 135, 1000.0, 2178, 0.4356, 4143, 852, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 75.113103, 169, 18998, 139, 714.285714286, 1651, 0.3302, 4192, 801, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.963589, 141, 18991, 129, 833.333333333, 2441, 0.4882, 4090, 904, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 74.125787, 192, 19011, 131, 625.0, 2494, 0.4988, 4119, 873, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 73.854003, 163, 18984, 128, 1250.0, 2584, 0.5168, 4120, 876, 0.15
