p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.613426, 167, 19055, 154, 1002.0, 2161, 0.431337325349, 3846, 1159, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.561146, 178, 19020, 143, 1002.0, 2425, 0.484031936128, 3787, 1218, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 83.368148, 187, 19023, 169, 835.0, 3138, 0.626347305389, 3834, 1170, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.004991, 181, 19049, 151, 1252.5, 3026, 0.603992015968, 3712, 1294, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.833266, 165, 19013, 145, 626.25, 2049, 0.408982035928, 3823, 1179, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.038035, 194, 19028, 149, 626.25, 1387, 0.276846307385, 3900, 1102, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.42978, 159, 19022, 140, 626.25, 1880, 0.375249500998, 3790, 1212, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.797556, 185, 19017, 143, 715.714285714, 2263, 0.451696606786, 3772, 1231, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.328911, 147, 18994, 142, 501.0, 1219, 0.243313373253, 3909, 1091, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.693688, 179, 19037, 142, 556.666666667, 1361, 0.271656686627, 3796, 1205, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.320448, 196, 19014, 155, 626.25, 976, 0.194810379242, 3795, 1207, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.281955, 182, 19008, 141, 715.714285714, 2023, 0.40379241517, 3790, 1213, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.03466, 186, 18987, 143, 626.25, 1044, 0.208383233533, 3839, 1163, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 82.649745, 182, 19011, 166, 1252.5, 2996, 0.598003992016, 3887, 1119, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.346726, 174, 19060, 140, 835.0, 1793, 0.357884231537, 3825, 1179, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.249446, 196, 19021, 140, 455.454545455, 765, 0.152694610778, 3768, 1231, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 87.400159, 170, 19032, 144, 455.454545455, 1745, 0.348303393214, 3793, 1206, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.364297, 185, 19042, 172, 835.0, 2117, 0.42255489022, 3835, 1169, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.961451, 154, 19032, 138, 626.25, 1618, 0.322954091816, 3683, 1319, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 87.154796, 153, 19055, 135, 715.714285714, 1775, 0.354291417166, 3713, 1290, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 83.916326, 167, 18949, 143, 715.714285714, 1780, 0.355289421158, 3896, 1107, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.015954, 177, 19040, 148, 1002.0, 1546, 0.308582834331, 3862, 1143, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 87.085997, 210, 19001, 143, 835.0, 2204, 0.439920159681, 3723, 1281, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.974772, 186, 19043, 150, 1002.0, 2534, 0.505788423154, 3918, 1087, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.498235, 149, 19025, 134, 501.0, 2377, 0.474451097804, 3755, 1245, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.363249, 164, 19004, 148, 715.714285714, 2453, 0.489620758483, 3864, 1139, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.45595, 182, 18971, 145, 501.0, 1591, 0.317564870259, 3838, 1162, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 83.83234, 200, 19025, 181, 1670.0, 2049, 0.408982035928, 3865, 1142, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.447067, 208, 19009, 164, 501.0, 1143, 0.228143712575, 3889, 1111, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.482593, 170, 18996, 151, 835.0, 2001, 0.399401197605, 3850, 1154, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.773324, 196, 19048, 150, 1002.0, 2908, 0.580439121756, 3749, 1256, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.538246, 191, 18981, 149, 715.714285714, 1639, 0.327145708583, 3880, 1123, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.187326, 169, 19013, 136, 835.0, 2505, 0.5, 3809, 1195, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 82.236745, 189, 18983, 172, 5010.0, 5010, 1.0, 3858, 1151, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.845794, 169, 18987, 144, 835.0, 1401, 0.279640718563, 3815, 1189, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.96701, 163, 19013, 143, 715.714285714, 1581, 0.315568862275, 3757, 1246, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.68443, 181, 19020, 146, 556.666666667, 1501, 0.299600798403, 3829, 1172, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.103433, 185, 19015, 143, 1252.5, 2589, 0.516766467066, 3736, 1270, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.094318, 178, 19014, 156, 2505.0, 2923, 0.583433133733, 3795, 1213, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 82.91532, 185, 18995, 157, 835.0, 2351, 0.469261477046, 3759, 1245, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 83.006437, 214, 18988, 171, 1002.0, 1964, 0.392015968064, 3913, 1092, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.16438, 164, 19033, 146, 835.0, 2754, 0.549700598802, 3954, 1050, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 88.021005, 208, 19013, 141, 715.714285714, 2612, 0.521357285429, 3814, 1189, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.591494, 191, 19033, 142, 2505.0, 2904, 0.579640718563, 3721, 1287, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.412218, 172, 19007, 148, 835.0, 1599, 0.319161676647, 3827, 1177, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 87.074297, 163, 19042, 132, 626.25, 1400, 0.279441117764, 3659, 1343, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 84.8122, 185, 19031, 163, 5010.0, 5010, 1.0, 3824, 1185, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 86.603963, 162, 19017, 143, 626.25, 1170, 0.233532934132, 3794, 1208, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 85.493989, 180, 19018, 151, 626.25, 1276, 0.254690618762, 3785, 1217, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.489, 0.2, 0.5, 0.083333, 5010, 83.366625, 227, 18977, 156, 1252.5, 1888, 0.376846307385, 3792, 1214, 0.15
