p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.39165, 233, 19050, 209, 835.0, 1491, 0.297604790419, 4419, 585, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.865257, 439, 19058, 368, 835.0, 1971, 0.393413173653, 4449, 555, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.539892, 248, 19015, 232, 501.0, 1058, 0.211177644711, 4399, 601, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.486925, 272, 19006, 226, 626.25, 1096, 0.21876247505, 4491, 511, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.483904, 286, 18987, 226, 715.714285714, 1818, 0.362874251497, 4466, 537, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.828674, 384, 19042, 366, 1670.0, 2317, 0.4624750499, 4516, 491, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.390479, 217, 18996, 199, 357.857142857, 1047, 0.208982035928, 4481, 515, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.399719, 236, 19084, 210, 715.714285714, 1014, 0.202395209581, 4439, 564, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.428642, 224, 19056, 214, 715.714285714, 1037, 0.206986027944, 4432, 571, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.680037, 343, 19036, 298, 1252.5, 1968, 0.392814371257, 4386, 620, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.394975, 230, 19041, 216, 835.0, 1129, 0.225349301397, 4432, 572, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.512872, 305, 18995, 234, 835.0, 1567, 0.312774451098, 4395, 609, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.404521, 253, 19035, 207, 715.714285714, 1123, 0.224151696607, 4375, 628, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.328538, 202, 18966, 180, 455.454545455, 893, 0.178243512974, 4496, 503, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.670218, 321, 19023, 289, 835.0, 1237, 0.246906187625, 4504, 500, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.589603, 285, 19030, 261, 715.714285714, 1944, 0.388023952096, 4464, 539, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.501306, 268, 19019, 230, 715.714285714, 1059, 0.211377245509, 4458, 545, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.510417, 270, 19080, 236, 715.714285714, 1482, 0.295808383234, 4376, 627, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.521247, 274, 19076, 244, 1002.0, 1733, 0.345908183633, 4489, 516, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.523848, 278, 19033, 237, 835.0, 1325, 0.264471057884, 4446, 558, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.573761, 287, 19026, 255, 715.714285714, 1272, 0.253892215569, 4464, 539, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.525538, 286, 19011, 243, 715.714285714, 1318, 0.263073852295, 4527, 476, 0.0
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 1.542239, 295, 19013, 243, 835.0, 1071, 0.21377245509, 4501, 503, 0.0
