timesteps, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 127, 128, 129, 130, 133, 134, 135, 136, 137, 138, 139, 140, 141, 144, 145, 146, 148, 152, 157, 158, 162, 163, 165, 169, 188, 190
events, 30, 57, 26, 37, 56, 49, 53, 65, 76, 99, 114, 165, 161, 215, 265, 296, 334, 389, 459, 502, 562, 567, 564, 604, 563, 507, 521, 525, 457, 461, 477, 428, 451, 436, 433, 393, 347, 352, 352, 345, 304, 282, 293, 289, 229, 244, 232, 214, 209, 238, 187, 190, 170, 178, 132, 154, 162, 146, 144, 117, 106, 113, 97, 99, 94, 121, 85, 84, 86, 75, 64, 64, 43, 60, 48, 53, 43, 33, 58, 43, 38, 45, 20, 38, 29, 38, 20, 18, 23, 18, 16, 30, 16, 16, 22, 19, 14, 16, 17, 22, 17, 16, 11, 13, 13, 9, 14, 7, 5, 5, 1, 2, 6, 1, 2, 2, 5, 1, 1, 3, 1, 1, 1, 2, 2, 2, 2, 3, 1, 5, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1
sus, 4974, 4925, 4905, 4879, 4838, 4804, 4768, 4722, 4674, 4606, 4528, 4407, 4299, 4162, 3988, 3789, 3576, 3333, 3040, 2740, 2414, 2095, 1805, 1490, 1236, 1049, 866, 720, 614, 511, 431, 338, 274, 218, 177, 138, 105, 82, 65, 51, 42, 37, 33, 25, 23, 21, 20, 20, 18, 18, 15, 10, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
exp, 26, 70, 85, 101, 131, 156, 179, 211, 238, 285, 338, 433, 499, 579, 687, 818, 953, 1092, 1269, 1444, 1608, 1757, 1865, 2005, 2069, 2061, 2051, 2013, 1956, 1871, 1787, 1740, 1640, 1531, 1447, 1359, 1271, 1202, 1115, 1030, 951, 878, 805, 751, 698, 657, 605, 551, 504, 460, 430, 404, 372, 352, 333, 310, 288, 261, 239, 219, 200, 183, 171, 159, 146, 137, 131, 115, 104, 96, 90, 84, 80, 75, 72, 65, 57, 54, 46, 41, 39, 36, 35, 33, 31, 28, 27, 25, 24, 21, 21, 17, 14, 14, 14, 14, 14, 14, 14, 14, 13, 11, 10, 10, 10, 10, 9, 9, 8, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
inf, 10, 13, 18, 27, 35, 41, 51, 61, 77, 93, 112, 129, 165, 208, 258, 306, 357, 439, 523, 602, 724, 844, 970, 1082, 1204, 1332, 1441, 1515, 1559, 1644, 1674, 1709, 1756, 1805, 1782, 1783, 1803, 1757, 1736, 1709, 1683, 1646, 1608, 1552, 1516, 1446, 1400, 1369, 1326, 1265, 1216, 1167, 1125, 1072, 1035, 980, 925, 884, 843, 810, 786, 747, 713, 683, 645, 588, 553, 534, 501, 476, 448, 425, 409, 386, 366, 344, 334, 319, 302, 284, 266, 247, 241, 225, 213, 197, 185, 176, 165, 160, 154, 144, 140, 132, 121, 113, 106, 96, 85, 74, 69, 64, 59, 51, 44, 38, 33, 29, 27, 27, 27, 26, 23, 23, 22, 22, 19, 18, 18, 17, 16, 17, 17, 17, 16, 14, 12, 11, 11, 10, 9, 8, 8, 7, 6, 6, 5, 5, 7, 6, 7, 6, 5, 4, 4, 3, 2, 2, 1, 0, 0
dead, 0, 1, 0, 0, 2, 1, 3, 5, 5, 3, 4, 3, 1, 4, 9, 19, 23, 20, 29, 29, 26, 41, 46, 48, 51, 48, 50, 57, 85, 98, 112, 111, 99, 96, 102, 106, 98, 109, 103, 98, 92, 93, 89, 86, 73, 71, 68, 66, 73, 73, 68, 63, 60, 54, 54, 62, 66, 65, 54, 52, 46, 45, 43, 32, 40, 41, 36, 32, 39, 33, 30, 24, 22, 18, 15, 23, 17, 19, 13, 18, 20, 19, 13, 11, 7, 6, 7, 12, 11, 11, 6, 8, 9, 9, 9, 5, 4, 6, 7, 7, 3, 3, 2, 4, 4, 5, 3, 4, 4, 2, 1, 1, 1, 0, 0, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 2, 3, 2, 1, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0
rec, 0, 0, 0, 1, 1, 2, 2, 3, 6, 8, 8, 9, 12, 16, 18, 19, 26, 31, 36, 51, 60, 67, 82, 92, 106, 118, 139, 157, 179, 202, 223, 239, 262, 282, 305, 326, 343, 371, 396, 421, 448, 478, 500, 520, 543, 572, 595, 607, 626, 642, 660, 671, 684, 702, 717, 734, 744, 762, 777, 788, 793, 810, 819, 827, 840, 859, 867, 873, 879, 884, 897, 903, 906, 911, 915, 919, 926, 930, 936, 939, 941, 944, 945, 947, 952, 956, 962, 963, 966, 967, 968, 968, 968, 968, 968, 969, 970, 972, 976, 976, 976, 976, 979, 980, 981, 983, 984, 984, 986, 986, 986, 986, 986, 986, 986, 987, 987, 987, 987, 987, 987, 987, 987, 988, 988, 988, 989, 989, 989, 990, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991, 991
rem, 0, 1, 2, 2, 3, 6, 7, 8, 10, 15, 20, 29, 34, 41, 50, 59, 75, 95, 113, 144, 178, 206, 242, 293, 344, 402, 463, 548, 617, 684, 783, 873, 979, 1078, 1197, 1298, 1390, 1489, 1595, 1701, 1794, 1878, 1975, 2076, 2157, 2243, 2322, 2397, 2463, 2552, 2621, 2695, 2759, 2826, 2871, 2924, 2987, 3038, 3097, 3141, 3185, 3225, 3264, 3309, 3339, 3385, 3423, 3456, 3487, 3521, 3545, 3574, 3593, 3620, 3642, 3659, 3676, 3688, 3713, 3728, 3744, 3764, 3776, 3794, 3807, 3823, 3829, 3834, 3844, 3851, 3861, 3873, 3879, 3887, 3898, 3909, 3916, 3922, 3928, 3939, 3949, 3956, 3960, 3965, 3971, 3974, 3981, 3984, 3985, 3988, 3989, 3990, 3993, 3994, 3995, 3995, 3997, 3997, 3998, 4000, 4000, 4000, 4001, 4001, 4002, 4002, 4002, 4004, 4005, 4007, 4007, 4007, 4008, 4008, 4008, 4009, 4010, 4011, 4011, 4012, 4012, 4013, 4014, 4014, 4015, 4016, 4016, 4017, 4018, 4018, 4019
timesteps, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 135, 136, 137, 138, 139, 145, 146, 147, 150, 151, 155, 157, 165, 167, 168, 174, 179
events, 31, 35, 22, 52, 36, 63, 55, 82, 76, 85, 132, 126, 190, 186, 183, 217, 286, 308, 320, 297, 330, 373, 443, 403, 527, 540, 477, 436, 444, 460, 457, 449, 482, 424, 401, 424, 431, 357, 357, 325, 366, 343, 371, 315, 311, 300, 302, 265, 245, 223, 222, 253, 208, 185, 200, 197, 207, 169, 172, 133, 123, 159, 132, 122, 106, 115, 105, 79, 95, 96, 90, 81, 74, 81, 78, 57, 68, 52, 46, 55, 43, 37, 44, 43, 39, 43, 40, 27, 28, 29, 32, 17, 28, 22, 24, 20, 16, 17, 22, 21, 17, 18, 14, 9, 8, 7, 13, 11, 8, 13, 5, 5, 6, 3, 9, 3, 9, 3, 6, 11, 5, 6, 3, 3, 2, 8, 3, 2, 6, 4, 1, 4, 4, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1
