pInfected, gamma, beta, delta, epsilon, zeta, eta, N, elapsed_time, timesteps, events, timesteps_with_events, mean_outbreak_size, max_outbreak_size, max_outbreak_proportion, exposed_from_infected, exposed_from_dead, rewire_degree
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.5246, 169, 18979, 133, 833.333333333, 3241, 0.6482, 2722, 2272, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.149796, 206, 18982, 142, 5000.0, 5000, 1.0, 2711, 2288, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.445102, 152, 18940, 137, 500.0, 1200, 0.24, 2908, 2082, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.275548, 145, 19002, 133, 714.285714286, 1682, 0.3364, 2719, 2274, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.24469, 176, 19010, 134, 1000.0, 2441, 0.4882, 2671, 2324, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 249.38259, 155, 18983, 133, 384.615384615, 1243, 0.2486, 2687, 2300, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 251.727005, 147, 19039, 130, 555.555555556, 2523, 0.5046, 2693, 2298, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.916254, 169, 18992, 137, 833.333333333, 3084, 0.6168, 2740, 2254, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.97585, 144, 18983, 131, 833.333333333, 2188, 0.4376, 2822, 2172, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.185674, 214, 18997, 152, 5000.0, 5000, 1.0, 2692, 2307, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 246.209345, 173, 18983, 139, 1000.0, 2154, 0.4308, 2773, 2222, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.721478, 143, 18983, 131, 1000.0, 1600, 0.32, 2724, 2271, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 247.60684, 155, 18979, 132, 555.555555556, 1483, 0.2966, 2772, 2219, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 241.564217, 164, 18907, 136, 555.555555556, 2996, 0.5992, 2649, 2342, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.388793, 145, 18982, 130, 555.555555556, 894, 0.1788, 2808, 2183, 0.35
0.002, 0.00136557, 0.06851662, 0.1151, 0.489, 0.2, 0.5, 0.083333, 5000, 248.037893, 182, 18992, 135, 833.333333333, 1520, 0.304, 2787, 2207, 0.35
