p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.340881,156,19032,128,384.6153846,985,0.197,4779,208,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.343033,135,18935,122,384.6153846,797,0.1594,4809,178,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.418496,188,18939,136,454.5454545,1151,0.2302,4763,226,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.359878,171,19045,138,1000,2459,0.4918,4787,208,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.343121,216,18997,136,1000,1741,0.3482,4795,200,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.368286,182,18951,139,1000,2082,0.4164,4779,216,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.391582,166,18984,135,500,1063,0.2126,4787,203,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.307576,160,18959,129,833.3333333,2304,0.4608,4784,210,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.337743,154,18938,132,625,2006,0.4012,4783,209,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.31188,144,18969,130,416.6666667,1481,0.2962,4780,208,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.342616,192,19028,135,625,1042,0.2084,4791,201,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.374666,148,18927,123,357.1428571,971,0.1942,4795,191,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.333727,169,18986,128,454.5454545,1142,0.2284,4762,227,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.343174,153,18984,132,625,2169,0.4338,4792,200,0
0.002,0.00136557,0.06851662,0.3151,0.289,0.2,0.5,0.083333,5000,1.348133,175,18998,134,714.2857143,1185,0.237,4824,169,0
