p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 251.640352, 162, 18998, 134, 1000.0, 1821, 0.3642, 3659, 1336, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 254.908677, 166, 18994, 131, 1000.0, 2149, 0.4298, 3625, 1370, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 253.022298, 180, 18980, 124, 555.555555556, 1679, 0.3358, 3657, 1334, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 251.653567, 157, 18942, 134, 625.0, 2105, 0.421, 3651, 1341, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 252.848975, 146, 18980, 129, 1000.0, 1689, 0.3378, 3746, 1249, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 251.058444, 200, 18953, 135, 555.555555556, 1454, 0.2908, 3586, 1405, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 252.381837, 164, 18996, 132, 1250.0, 2912, 0.5824, 3673, 1323, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 255.152424, 183, 18981, 133, 1666.66666667, 1975, 0.395, 3614, 1383, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 254.02734, 163, 19003, 139, 833.333333333, 1780, 0.356, 3690, 1304, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 256.341886, 156, 18994, 125, 454.545454545, 1130, 0.226, 3724, 1265, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 248.368061, 154, 18950, 132, 1000.0, 1803, 0.3606, 3702, 1293, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 262.881637, 142, 18939, 126, 833.333333333, 2310, 0.462, 3790, 1204, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 251.49629, 157, 18970, 133, 1250.0, 1829, 0.3658, 3649, 1347, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 250.30288, 174, 18971, 127, 454.545454545, 1302, 0.2604, 3507, 1482, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 251.992987, 181, 18996, 129, 416.666666667, 1109, 0.2218, 3542, 1446, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 245.643409, 161, 18941, 133, 1666.66666667, 2655, 0.531, 3699, 1298, 0.35
