0.1, 0.01038, 0.128, 0.01, 30, 0.057058, 623, 82, 66, 7.5, 9, 0.3
0.1, 0.01038, 0.128, 0.01, 30, 0.057058, 623, 82, 66, 7.5, 9, 0.3
