p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 90.015278, 178, 19058, 141, 556.666666667, 1761, 0.351497005988, 3927, 1074, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 94.38115, 209, 19033, 158, 715.714285714, 2076, 0.414371257485, 4029, 974, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 94.952893, 192, 19049, 140, 556.666666667, 1215, 0.24251497006, 4032, 969, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 89.866246, 160, 19048, 141, 626.25, 1343, 0.268063872255, 4099, 903, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 89.688836, 152, 18960, 130, 556.666666667, 939, 0.187425149701, 4011, 990, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 89.348057, 190, 19030, 159, 1252.5, 1990, 0.397205588822, 4114, 892, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 89.904996, 153, 19032, 146, 556.666666667, 1447, 0.288822355289, 4095, 906, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 87.342395, 162, 19014, 145, 455.454545455, 1254, 0.250299401198, 4177, 822, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 88.257639, 160, 19021, 144, 715.714285714, 1313, 0.262075848303, 4020, 983, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 87.691534, 170, 19025, 153, 715.714285714, 2321, 0.463273453094, 3970, 1033, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.489, 0.2, 0.5, 0.083333, 5010, 89.725476, 162, 19031, 136, 1670.0, 2678, 0.534530938124, 3973, 1034, 0.15
