p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 87.95388, 172, 19005, 148, 715.714285714, 1954, 0.39001996008, 4032, 971, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 93.156946, 182, 19085, 142, 715.714285714, 2043, 0.407784431138, 3927, 1076, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 88.512387, 175, 19021, 140, 501.0, 995, 0.198602794411, 4024, 976, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 87.684063, 168, 19028, 136, 417.5, 937, 0.187025948104, 3944, 1054, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 82.953314, 236, 19012, 177, 5010.0, 5010, 1.0, 4050, 959, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 85.30956, 168, 19013, 148, 835.0, 1513, 0.301996007984, 4030, 974, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 85.945382, 170, 19015, 145, 715.714285714, 3059, 0.610578842315, 3995, 1008, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 84.401667, 177, 19001, 149, 715.714285714, 1301, 0.259680638723, 4003, 1000, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 85.417079, 171, 18971, 128, 334.0, 1035, 0.206586826347, 3879, 1116, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 85.163817, 184, 19013, 146, 455.454545455, 1753, 0.349900199601, 4037, 962, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 87.058626, 214, 18974, 145, 1252.5, 2148, 0.42874251497, 3976, 1030, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 84.899008, 189, 19003, 148, 1002.0, 2474, 0.49381237525, 3985, 1020, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 87.303908, 163, 19069, 145, 1002.0, 2140, 0.427145708583, 3976, 1029, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 85.375227, 180, 19023, 158, 1670.0, 1951, 0.389421157685, 3959, 1048, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 86.247315, 203, 19082, 148, 835.0, 2086, 0.416367265469, 3920, 1084, 0.15
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 86.510475, 164, 19037, 136, 626.25, 1478, 0.29500998004, 4003, 999, 0.15
