p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 339.191479, 202, 19017, 145, 715.714285714, 1704, 0.340119760479, 3476, 1527, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 333.564571, 174, 19072, 143, 1252.5, 1786, 0.356487025948, 3612, 1394, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 339.009424, 168, 19075, 140, 715.714285714, 2268, 0.452694610778, 3607, 1396, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 343.516781, 154, 19040, 141, 715.714285714, 1414, 0.282235528942, 3650, 1353, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 333.2739, 185, 19062, 149, 835.0, 2085, 0.416167664671, 3557, 1447, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 342.359644, 167, 19056, 136, 417.5, 1363, 0.272055888224, 3563, 1435, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 340.123304, 202, 19004, 146, 835.0, 1359, 0.27125748503, 3607, 1397, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 327.63686, 201, 19023, 143, 1252.5, 2336, 0.46626746507, 3664, 1342, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 335.452897, 152, 19016, 133, 626.25, 1434, 0.28622754491, 3586, 1416, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 328.499528, 167, 18975, 145, 1670.0, 2265, 0.452095808383, 3583, 1424, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 343.267085, 183, 19012, 144, 626.25, 2157, 0.430538922156, 3651, 1351, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 338.751421, 178, 19038, 140, 835.0, 2199, 0.438922155689, 3589, 1415, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 334.347832, 158, 19009, 142, 556.666666667, 1305, 0.260479041916, 3701, 1300, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5010, 346.727114, 166, 19016, 129, 501.0, 1176, 0.234730538922, 3514, 1486, 0.35
