p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 209.131278, 176, 18981, 138, 1250.0, 1602, 0.3204, 4063, 933, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 273.02575, 183, 18983, 132, 555.555555556, 1338, 0.2676, 4036, 955, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 210.189886, 164, 19003, 140, 454.545454545, 1476, 0.2952, 4099, 890, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 253.670733, 143, 18946, 131, 1000.0, 1755, 0.351, 4072, 923, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 213.395251, 148, 19010, 129, 416.666666667, 1049, 0.2098, 4093, 895, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 243.721667, 146, 18920, 128, 555.555555556, 1149, 0.2298, 4029, 962, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 210.739379, 143, 18985, 131, 833.333333333, 1696, 0.3392, 4155, 839, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 206.763802, 161, 18978, 139, 1250.0, 2862, 0.5724, 4115, 881, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 211.150178, 150, 18976, 134, 454.545454545, 1339, 0.2678, 4128, 861, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 213.754243, 157, 19022, 135, 1666.66666667, 2619, 0.5238, 4158, 839, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 213.360293, 168, 19003, 131, 2500.0, 3994, 0.7988, 4185, 813, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 214.0661, 182, 19017, 133, 714.285714286, 1112, 0.2224, 4021, 972, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 217.76727, 183, 19027, 130, 500.0, 1369, 0.2738, 3988, 1002, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 206.919809, 149, 18933, 130, 555.555555556, 1331, 0.2662, 4097, 894, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 210.784919, 180, 18989, 131, 625.0, 1295, 0.259, 4148, 844, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 210.028282, 149, 19028, 131, 833.333333333, 1628, 0.3256, 4106, 888, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 206.78329, 192, 18967, 133, 714.285714286, 1493, 0.2986, 4065, 928, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 206.870498, 173, 18932, 127, 500.0, 822, 0.1644, 4117, 873, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 215.065527, 166, 18981, 128, 454.545454545, 1064, 0.2128, 4046, 943, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 234.422501, 170, 19042, 125, 625.0, 1146, 0.2292, 4072, 920, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 222.964007, 168, 18964, 132, 833.333333333, 2866, 0.5732, 4255, 739, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 226.192674, 153, 18953, 135, 454.545454545, 1002, 0.2004, 4124, 865, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 225.374584, 162, 18946, 137, 555.555555556, 2410, 0.482, 4063, 928, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 229.42232, 149, 19010, 129, 1000.0, 1472, 0.2944, 4143, 852, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 224.877467, 146, 18950, 129, 1000.0, 1682, 0.3364, 4058, 937, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 224.954319, 181, 18937, 129, 714.285714286, 1842, 0.3684, 4093, 900, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 223.993633, 189, 18959, 129, 833.333333333, 1901, 0.3802, 4052, 942, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 209.388204, 149, 19004, 132, 625.0, 1384, 0.2768, 4116, 876, 0.35
0.002, 0.00136557, 0.06851662, 0.3151, 0.289, 0.2, 0.5, 0.083333, 5000, 211.595216, 157, 19011, 132, 714.285714286, 1380, 0.276, 4100, 893, 0.35
