p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.791233, 199, 19011, 153, 1002.0, 2269, 0.452894211577, 3741, 1264, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 71.876772, 184, 19018, 160, 1670.0, 3482, 0.69500998004, 3687, 1320, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 73.838436, 184, 18995, 158, 715.714285714, 2208, 0.440718562874, 3673, 1330, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 72.517007, 189, 19016, 167, 1252.5, 2577, 0.514371257485, 3791, 1215, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 73.62851, 155, 18999, 141, 556.666666667, 2511, 0.50119760479, 3683, 1318, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 75.614565, 188, 19056, 157, 1252.5, 2309, 0.460878243513, 3711, 1295, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 75.506219, 187, 19051, 147, 1670.0, 2570, 0.512974051896, 3638, 1369, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 73.229978, 186, 18976, 156, 1252.5, 3218, 0.642315369261, 3743, 1263, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 75.124252, 184, 19011, 144, 626.25, 2284, 0.455888223553, 3645, 1357, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 73.993948, 176, 19016, 147, 715.714285714, 1829, 0.365069860279, 3710, 1293, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.303391, 164, 18973, 144, 715.714285714, 1490, 0.297405189621, 3739, 1264, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 73.325177, 180, 19027, 155, 626.25, 1860, 0.37125748503, 3668, 1334, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.279214, 159, 19019, 141, 715.714285714, 1436, 0.286626746507, 3756, 1247, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 76.103164, 196, 19059, 148, 1252.5, 3376, 0.673852295409, 3667, 1339, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.821004, 165, 19048, 142, 1002.0, 2356, 0.470259481038, 3772, 1233, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 76.14922, 207, 19059, 153, 715.714285714, 2237, 0.446506986028, 3672, 1331, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.360833, 232, 19055, 146, 835.0, 2947, 0.588223552894, 3656, 1348, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.415825, 203, 19023, 147, 1002.0, 3125, 0.62375249501, 3773, 1232, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.178439, 206, 19030, 158, 1002.0, 2461, 0.49121756487, 3765, 1240, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.275846, 204, 18983, 149, 417.5, 967, 0.193013972056, 3789, 1209, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 75.048301, 175, 18991, 137, 334.0, 1583, 0.315968063872, 3621, 1374, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.872528, 195, 19055, 149, 835.0, 1769, 0.353093812375, 3756, 1248, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 74.752356, 178, 19038, 141, 1002.0, 3582, 0.71497005988, 3700, 1305, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 75.600868, 179, 19024, 145, 715.714285714, 1131, 0.225748502994, 3753, 1250, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 75.77828, 179, 19067, 152, 1002.0, 2856, 0.57005988024, 3686, 1319, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 77.165817, 183, 19047, 139, 715.714285714, 2151, 0.429341317365, 3679, 1324, 0.15
0.002, 0.00136557, 0.06851662, 0.2151, 0.589, 0.2, 0.5, 0.083333, 5010, 76.132017, 151, 19056, 143, 835.0, 2622, 0.523353293413, 3660, 1344, 0.15
