p_edge_creation,p_infected,gamma,beta,delta,epsilon,zeta,eta,N,elapsed_time,timesteps,events,timesteps_with_events,mean_outbreak_size,max_outbreak_size,max_outbreak_proportion,exposed_from_infected,exposed_from_dead,rewire_degree
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 127.163463, 214, 18957, 133, 714.285714286, 1437, 0.2874, 3866, 1127, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 127.671582, 141, 18949, 126, 625.0, 1369, 0.2738, 3967, 1025, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 126.462213, 133, 18945, 125, 454.545454545, 1150, 0.23, 3804, 1185, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 127.811299, 144, 18974, 127, 625.0, 1197, 0.2394, 3921, 1071, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 129.284528, 162, 18982, 135, 555.555555556, 1058, 0.2116, 3940, 1051, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 130.526799, 147, 19007, 122, 500.0, 1402, 0.2804, 3860, 1130, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 132.461182, 167, 19032, 134, 833.333333333, 1524, 0.3048, 3835, 1159, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 129.349184, 166, 18995, 134, 833.333333333, 1726, 0.3452, 3794, 1200, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 131.542877, 163, 19033, 131, 1000.0, 2057, 0.4114, 3941, 1054, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 128.403654, 164, 18948, 135, 833.333333333, 1144, 0.2288, 3830, 1164, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 130.636399, 167, 18999, 132, 625.0, 1472, 0.2944, 3825, 1167, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 131.639096, 173, 18939, 134, 555.555555556, 2693, 0.5386, 3809, 1182, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 126.936322, 160, 18929, 127, 833.333333333, 1361, 0.2722, 3940, 1054, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 128.677518, 165, 18968, 133, 1000.0, 1905, 0.381, 3851, 1144, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 130.748352, 148, 19000, 127, 625.0, 1122, 0.2244, 3888, 1104, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 128.145406, 146, 18959, 130, 555.555555556, 1144, 0.2288, 3799, 1192, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 129.090002, 146, 18975, 128, 833.333333333, 1711, 0.3422, 3796, 1198, 0.25
0.002, 0.00136557, 0.06851662, 0.3151, 0.589, 0.2, 0.5, 0.083333, 5000, 129.380221, 170, 18974, 134, 500.0, 1162, 0.2324, 3893, 1097, 0.25
